A2,A3,A7,A10,A13,A14,A1_1,A4_2,A4_3,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A6_2,A6_3,A6_4,A6_5,A6_7,A6_8,A6_9,A8_1,A9_1,A11_1,A12_2,A12_3
-0.17461027573852314,-0.7385032331307284,-0.365841446419889,-0.49388662129815225,0.5579434420411575,-0.19291637658331837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
-0.976658092554929,-0.7053344343000454,-0.6274972816103268,-0.49388662129815225,-0.255846932429261,-0.19464504289393644,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.7604356149385318,-0.6550786784959802,0.45650546417862975,-0.49388662129815225,-1.0696373068996794,-0.12818742695239685,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1.0706744924764227,-0.8561017017122409,2.549752145702132,-0.49388662129815225,1.2554780487300876,-0.1954133390319889,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.2184201429426027,-0.15252112045532865,-0.6648766866375322,-0.49388662129815225,-0.4883584679922377,-0.011022265899393497,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
-1.0121170486668123,-0.8390147447388587,-0.6648766866375322,0.12347165532453808,0.9648386292763668,-0.04770840649139946,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.07583175514113406,-0.45405565527971964,0.007952603852164964,-0.49388662129815225,0.9067107453856226,-0.1954133390319889,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
-0.14674966736490078,-0.7053344343000454,-0.5901178765831214,-0.49388662129815225,0.23242729225299014,-0.1954133390319889,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.012512190655628348,2.159243646531669,-0.5153590665287107,-0.49388662129815225,-0.3721027002107493,-0.1954133390319889,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3.378039422328251,-0.9566132133203712,-0.6648766866375322,-0.49388662129815225,-8.424330998658097e-05,-0.1954133390319889,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
-0.47685566354933695,-0.7807180680061432,-0.552738471555916,-0.08231443688302535,-0.05821212720073076,-0.19483711692844954,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
-1.2366904373754055,-0.8561017017122409,-0.6155358720016211,0.7408299319472283,0.3254319064781808,-0.1886907478240297,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
0.0364549392131626,-0.6048229226919151,-0.6529152770288265,-0.49388662129815225,1.2147885300065668,-0.1954133390319889,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
0.00015172224147267545,-0.15252112045532865,-0.6394586912190325,-0.49388662129815225,1.3194187210099062,-0.1954133390319889,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
0.5995769327042603,-0.9143983784449565,-0.6394586912190325,-0.49388662129815225,0.5579434420411575,-0.1954133390319889,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1.4716984008846257,-0.6550786784959802,-0.6648766866375322,-0.49388662129815225,-0.4883584679922377,-0.19022734010013467,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
-0.6879208785010227,-0.7978050249795253,-0.21632382631106742,-0.08231443688302535,-0.6046142357737261,-0.11858372522674082,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
-0.8643713982006322,1.1541285304503655,0.23222903401539735,-0.49388662129815225,-1.0696373068996794,-0.1954133390319889,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-0.5123146196612203,-0.8812295796142735,-0.5901178765831214,0.12347165532453808,0.4416876742596692,2.706441174392231,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
-0.5967407056418946,1.7240288012684648,-0.6529152770288265,-0.49388662129815225,-0.3721027002107493,-0.10417817263825681,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.7588387907247894,-0.6550786784959802,-0.5033976569200049,-0.49388662129815225,-0.3721027002107493,-0.18254437871960985,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-1.1733708728899,-0.9566132133203712,-0.6648766866375322,-0.49388662129815225,-0.5697375054392795,-0.1954133390319889,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.8950682336366204,0.05654282368958243,3.1478226261374185,-0.49388662129815225,-0.534860775104833,-0.1954133390319889,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
0.48644597749015644,-0.45405565527971964,-0.6020792861918272,-0.49388662129815225,0.4416876742596692,-0.14816312654176134,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.11804479813147122,-0.7385032331307284,-0.6529152770288265,-0.49388662129815225,-0.08146328075702843,-0.1610320868541404,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.40201989150948214,-0.1947359553307434,-0.3165006317839779,-0.49388662129815225,0.09292037091520411,-0.1954133390319889,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-0.7512404429865284,-0.6379917215225981,0.257647029433897,0.7408299319472283,-0.6046142357737261,-0.1954133390319889,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1.3729198802872364,-0.11935232162464564,-0.6394586912190325,-0.49388662129815225,1.953012655419018,-0.1954133390319889,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
-0.9555515710597604,1.045576097913585,-0.6648766866375322,-0.49388662129815225,-1.0696373068996794,-0.1954133390319889,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
-0.11804479813147122,0.350036437585323,0.26960843904260273,1.1524021163623552,0.8485828614948784,0.035075502383755355,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
-0.8500189635839175,1.00336126303817,-0.5901178765831214,-0.49388662129815225,-0.255846932429261,-0.1954133390319889,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1.1339940569619285,0.7520824840178443,3.5216166764094723,-0.2881005290905888,-0.5581119286611307,0.18873472999425153,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False
-0.40002792530692366,-0.8480607807835905,-0.6648766866375322,-0.49388662129815225,-0.4883584679922377,-0.1954133390319889,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.5007984121068713,-0.730462312202078,-0.21632382631106742,-0.49388662129815225,1.4356744887913946,-0.1954133390319889,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-1.075436613152318,-0.9566132133203712,-0.4660182518927995,-0.49388662129815225,-0.1395911646477726,-0.1952212649974758,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.7090273999961912,1.2797679199605285,-0.5273204761374164,-0.2881005290905888,-0.4883584679922377,-0.1954133390319889,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False
0.7608307569273479,-0.6550786784959802,-0.6648766866375322,-0.49388662129815225,0.6741992098226459,-0.1954133390319889,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.3856754906902089,-0.8058459459081757,0.6060230842874513,0.12347165532453808,0.7439526704915389,-0.16660223385502088,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False
-0.7655928776032432,-0.9314853354183387,-0.6274972816103268,-0.49388662129815225,0.09292037091520411,-0.1819681566160705,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.8289124420887489,1.4054073094706914,-0.5901178765831214,-0.49388662129815225,-0.023335396866284254,-0.1954133390319889,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-1.0610841785356033,-0.9566132133203712,-0.6648766866375322,0.3292577475321015,-0.8080618293913306,-0.1952212649974758,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.5477735757731037,-0.4460147343510692,-0.5901178765831214,-0.49388662129815225,1.081094397057855,-0.1954133390319889,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-0.020110538393889325,2.9633357393967117,1.42836999488597,2.7986908540228628,-1.0696373068996794,0.7649568335336122,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
-0.2235774056073141,2.0587321349235386,0.9304763199235943,1.7697603929850454,-1.0696373068996794,0.24309168176146456,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
-0.871125485079086,-0.48722445411040266,-0.5153590665287107,0.3292577475321015,-0.6046142357737261,-0.1954133390319889,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0.0432090260916164,-0.15252112045532865,0.08271141390657576,-0.49388662129815225,1.022966513167111,-0.1954133390319889,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-1.1522643513947313,-0.9154034935610378,-0.6529152770288265,-0.49388662129815225,0.5579434420411575,-0.05135781314714875,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.3661657934087827,0.651570972409714,1.6900258300764077,0.7408299319472283,-1.0696373068996794,0.04659994445454257,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
3.132359512124489,2.0587321349235386,-0.6648766866375322,2.387118669607736,-1.0696373068996794,0.453028601484305,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False
-0.723379834612906,-0.8309738238102083,-0.6274972816103268,-0.49388662129815225,-0.023335396866284254,-0.1952212649974758,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3.6524242017654425,2.862824227788581,-0.6529152770288265,-0.08231443688302535,-1.0696373068996794,-0.12799535291788372,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.9623056579382142,0.6857448863564782,-0.07876761581095157,2.387118669607736,-0.7208700035552144,-0.16506564157891593,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
-0.7512404429865284,-0.8058459459081757,-0.19090583089256777,-0.2881005290905888,1.2554780487300876,-0.19368467272137083,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
-0.2522822748407436,-0.2279047541614264,-0.5901178765831214,-0.49388662129815225,-0.4883584679922377,-0.1954133390319889,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.3502165345783255,1.5561745768828867,-0.5901178765831214,-0.49388662129815225,3.115570333233901,-0.1954133390319889,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2.041574481254177,0.46662979105075414,1.3536111848315593,0.12347165532453808,-0.4883584679922377,-0.1858096373063329,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False
1.6684111812195965,1.0536170188422351,-0.6648766866375322,1.7697603929850454,-1.0696373068996794,0.04448713007489825,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
2.1538611756084736,-0.8892705005429239,-0.365841446419889,-0.49388662129815225,0.39518536714707386,0.22657331479333623,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
-0.5266670542779351,-0.8400198598549401,-0.5781564669744157,0.9466160241547917,-0.5116096215485354,0.7887740138132392,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
-0.07583175514113406,1.4556630652747564,-0.06680620620224584,-0.2881005290905888,0.20917613869669247,-0.19176393237623962,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0.2053071111745112,-0.052009608847198324,-0.365841446419889,-0.49388662129815225,0.3254319064781808,-0.1954133390319889,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-0.23792984022402885,-0.6550786784959802,-0.21632382631106742,-0.49388662129815225,-1.0696373068996794,-0.15219668126653688,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-0.920092614947877,-0.7887589889347936,-0.06680620620224584,-0.49388662129815225,0.3254319064781808,-0.1954133390319889,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2.4071394335504968,1.9582206233154082,4.717757637280045,2.592904761815299,-1.0696373068996794,-0.0033393045188686884,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
-0.9411991364430455,-0.9566132133203712,-0.6648766866375322,-0.49388662129815225,-8.424330998658097e-05,-0.1954133390319889,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.8739617121414517,-0.8721835435695418,-0.6020792861918272,0.7408299319472283,0.20917613869669247,-0.01332715431355094,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0.4096182392477431,-0.8058459459081757,-0.48994107111021096,-0.49388662129815225,0.3254319064781808,-0.19483711692844954,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.5219049336020398,0.14901341436906232,-0.6274972816103268,-0.49388662129815225,0.2556784458092878,-0.1954133390319889,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-0.16025784112180835,-0.8058459459081757,-0.6529152770288265,-0.49388662129815225,0.3254319064781808,-0.1954133390319889,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.5708720634708307,-0.06909656582058048,-0.6274972816103268,-0.49388662129815225,-0.1395911646477726,-0.1954133390319889,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.22641363266967976,-0.3535441436715893,1.5524696195762921,-0.49388662129815225,-1.0696373068996794,-0.1954133390319889,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False
-0.5899866187634408,-0.8219277877654766,-0.14156501625665663,-0.49388662129815225,1.2554780487300876,-0.1954133390319889,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
0.015348417717994025,-0.3535441436715893,-0.6648766866375322,-0.49388662129815225,-0.1395911646477726,-0.19157185834172652,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.1391513196266398,-0.5877359657185329,0.631441079705951,-0.49388662129815225,0.4416876742596692,-0.15699853212936488,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
-1.075436613152318,0.9531055072341049,-0.17894442128386204,0.7408299319472283,-0.8371257713367027,-0.08016891832411678,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
-0.6744127047441151,-0.7887589889347936,-0.6394586912190325,-0.49388662129815225,0.20917613869669247,-0.19445296885942331,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
-0.9065844411909694,-0.3535441436715893,-0.6529152770288265,-0.49388662129815225,-0.4883584679922377,-0.1954133390319889,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
-0.5688800972682723,-0.4037998994756545,0.007952603852164964,0.7408299319472283,-8.424330998658097e-05,-0.08016891832411678,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0.9794943196172946,-0.5043114110837847,-0.44060025647429985,-0.49388662129815225,2.1855241909819947,-0.1954133390319889,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
-0.7444863561080747,1.355151553666626,-0.5407770619472103,-0.49388662129815225,-1.0696373068996794,-0.1954133390319889,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.7895356261607774,-0.8561017017122409,-0.5153590665287107,-0.49388662129815225,-0.3139748163200051,-0.1954133390319889,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.5545276626515575,1.5220006629361225,0.38174665412421893,0.7408299319472283,1.2554780487300876,-0.10744343122497985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
-1.223182263618498,-0.2952474669388737,-0.5646998811646218,-0.49388662129815225,-0.255846932429261,-0.19502919096296267,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.6811667916225689,-0.4037998994756545,0.6807818943418621,-0.49388662129815225,-0.1395911646477726,-0.1906114881691609,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0774285793548766,-0.9566132133203712,0.08271141390657576,-0.49388662129815225,-1.0696373068996794,-0.1954133390319889,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0.24076606728639455,-0.10226536465126349,0.30698784406980817,-0.08231443688302535,0.523066711706711,-0.07824817797898558,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
1.3307068372968993,0.350036437585323,-0.365841446419889,-0.49388662129815225,-1.0696373068996794,-0.15162045916299752,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.7166257477344522,-0.9566132133203712,-0.365841446419889,1.7697603929850454,-1.0696373068996794,-0.1954133390319889,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
-0.871125485079086,-0.6550786784959802,-0.21632382631106742,-0.49388662129815225,-0.1977190485385168,-0.19387674675588396,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.810642147655946,0.350036437585323,-0.5153590665287107,0.12347165532453808,-0.2267829904838889,-0.1954133390319889,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
0.05756146070833117,-0.6550786784959802,-0.5901178765831214,-0.49388662129815225,1.092719973836004,-0.17198030682138823,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.39242957756866265,-0.5043114110837847,-0.5153590665287107,-0.49388662129815225,2.6505472621079478,0.572882799020492,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
-0.8221583552102951,-0.6470377575673298,-0.6394586912190325,-0.49388662129815225,0.9997153596108133,-0.1954133390319889,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.40678201218537746,-0.730462312202078,-0.2910826363654782,-0.49388662129815225,-1.0696373068996794,0.8221948958185221,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
-1.075436613152318,-0.873188658685623,-0.6155358720016211,-0.2881005290905888,0.09292037091520411,-0.1952212649974758,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
-0.4557491420541684,1.5561745768828867,-0.2910826363654782,-0.49388662129815225,-1.0696373068996794,-0.19214808044526588,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
-0.5055605327827665,-0.8892705005429239,0.38174665412421893,-0.49388662129815225,0.9067107453856226,-0.1954133390319889,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
-0.8010518337151266,1.347110632737976,-0.19090583089256777,-0.49388662129815225,-0.4883584679922377,0.0373803907979128,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
0.13523345981055165,-0.3203753448409063,0.2815698486513085,0.12347165532453808,1.1392222809485992,-0.1954133390319889,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False
